SNR,SNAME,SART,REGBEZ,KRSREST,REGBEZL,ABKZ,MBBEZ,MBABKZ,KRSL,KRSTYP
0855,Staatliche Fachoberschule Augsburg,Fachoberschule,7,761,Schwaben,sch,NA,NA,Stadt Augsburg,Stadtkreis
0856,Staatliche Fachoberschule Bad Tölz,Fachoberschule,1,173,Oberbayern,obb,NA,NA,LK Bad Tölz-Wolfratshausen,Landkreis
0857,Staatliche Fachoberschule Bad Neustadt a.d.Saale,Fachoberschule,6,673,Unterfranken,ufr,NA,MB FOS/BOS Nord,LK Rhön-Grabfeld,Landkreis
0858,Staatliche Fachoberschule Bamberg,Fachoberschule,4,461,Oberfranken,ofr,NA,MB FOS/BOS Nord,Stadt Bamberg,Stadtkreis
0859,Staatliche Fachoberschule Bayreuth,Fachoberschule,4,462,Oberfranken,ofr,NA,MB FOS/BOS Nord,Stadt Bayreuth,Stadtkreis
0860,Staatliche Fachoberschule Cham,Fachoberschule,3,372,Oberpfalz,opf,NA,MB FOS/BOS Ost,LK Cham,Landkreis
0861,Regiomontanus-Schule Staatliche Fachoberschule Coburg,Fachoberschule,4,463,Oberfranken,ofr,NA,MB FOS/BOS Nord,Stadt Coburg,Stadtkreis
0862,Aloys-Fischer-Schule Staatliche Fachoberschule Deggendorf,Fachoberschule,2,271,Niederbayern,ndb,NA,MB FOS/BOS Ost,LK Deggendorf,Landkreis
0863,Hans-Leipelt-Schule Staatliche Fachoberschule Donauwörth,Fachoberschule,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
0864,Staatliche Fachoberschule Erlangen,Fachoberschule,5,562,Mittelfranken,mfr,NA,MB FOS/BOS Nord,Stadt Erlangen,Stadtkreis
0865,Staatliche Fachoberschule Freising,Fachoberschule,1,178,Oberbayern,obb,NA,MB FOS/BOS Ost,LK Freising,Landkreis
0866,Priv. Fachoberschule d.Mathilde-Zimmer-Stiftung in Scheinfeld,Fachoberschule,5,575,Mittelfranken,mfr,NA,MB FOS/BOS Nord,LK Neustadt a.d. Aisch-Bad Windsheim,Landkreis
0867,"Max-Grundig-Schule, Staatliche Fachoberschule Fürth",Fachoberschule,5,563,Mittelfranken,mfr,NA,MB FOS/BOS Nord,Stadt Fürth,Stadtkreis
0868,Staatliche Fachoberschule Hof,Fachoberschule,4,464,Oberfranken,ofr,NA,MB FOS/BOS Nord,Stadt Hof,Stadtkreis
0869,Staatliche Fachoberschule Ingolstadt,Fachoberschule,1,161,Oberbayern,obb,NA,MB FOS/BOS Ost,Stadt Ingolstadt,Stadtkreis
0870,Staatliche Fachoberschule Kaufbeuren,Fachoberschule,7,762,Schwaben,sch,NA,NA,Stadt Kaufbeuren,Stadtkreis
0871,Staatliche Fachoberschule Kempten (Allgäu),Fachoberschule,7,763,Schwaben,sch,NA,NA,Stadt Kempten (Allgäu),Stadtkreis
0872,Staatl. Fachoberschule Kitzingen,Fachoberschule,6,675,Unterfranken,ufr,NA,MB FOS/BOS Nord,LK Kitzingen,Landkreis
0873,Staatliche Fachoberschule Krumbach,Fachoberschule,7,774,Schwaben,sch,NA,NA,LK Günzburg,Landkreis
0874,Staatliche Fachoberschule Landshut,Fachoberschule,2,261,Niederbayern,ndb,NA,MB FOS/BOS Ost,Stadt Landshut,Stadtkreis
0875,Staatliche Fachoberschule Lindau (Bodensee),Fachoberschule,7,776,Schwaben,sch,NA,NA,LK Lindau (Bodensee),Landkreis
0876,Staatl. Fachoberschule Memmingen,Fachoberschule,7,764,Schwaben,sch,NA,NA,Stadt Memmingen,Stadtkreis
0877,Staatliche Fachoberschule für Technik München,Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0878,Städt. Rainer-Werner-Fassbinder-Fachoberschule für Sozialwesen München,Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0879,Kath.Romano-Guardini-Fachoberschule für Sozialwesen München,Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0880,"Evang. Friedrich Oberlin Fachoberschule f. Sozialw. u. Wirtsch., Verw. u. Rechtspfl. München",Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0881,Laurentius-Fachoberschule für Sozialwesen und Gestaltung Neuendettelsau der Diakoneo KdöR,Fachoberschule,5,571,Mittelfranken,mfr,NA,MB FOS/BOS Nord,LK Ansbach,Landkreis
0882,Maximilian-Kolbe-Schule Staatliche Fachoberschule Neumarkt i.d.OPf.,Fachoberschule,3,373,Oberpfalz,opf,NA,MB FOS/BOS Ost,LK Neumarkt i.d. OPf.,Landkreis
0883,Staatliche Fachoberschule Neu-Ulm,Fachoberschule,7,775,Schwaben,sch,NA,NA,LK Neu-Ulm,Landkreis
0884,Städtische Fachoberschule Nürnberg,Fachoberschule,5,564,Mittelfranken,mfr,NA,MB FOS/BOS Nord,Stadt Nürnberg,Stadtkreis
0885,Wilhelm-Löhe-Schule Nürnberg Evang. Kooperative Gesamtschule - Fachoberschule,Fachoberschule,5,564,Mittelfranken,mfr,NA,MB FOS/BOS Nord,Stadt Nürnberg,Stadtkreis
0886,Staatliche Fachoberschule Obernburg a.Main,Fachoberschule,6,676,Unterfranken,ufr,NA,MB FOS/BOS Nord,LK Miltenberg,Landkreis
0887,Staatliche Fachoberschule Passau,Fachoberschule,2,262,Niederbayern,ndb,NA,MB FOS/BOS Ost,Stadt Passau,Stadtkreis
0888,Staatliche Fachoberschule Pfarrkirchen,Fachoberschule,2,277,Niederbayern,ndb,NA,MB FOS/BOS Ost,LK Rottal-Inn,Landkreis
0889,Staatliche Fachoberschule Regensburg,Fachoberschule,3,362,Oberpfalz,opf,NA,MB FOS/BOS Ost,Stadt Regensburg,Stadtkreis
0890,Staatl. Fachoberschule Rosenheim,Fachoberschule,1,163,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt Rosenheim,Stadtkreis
0891,Staatliche Fachoberschule Landshut-Schönbrunn,Fachoberschule,2,261,Niederbayern,ndb,NA,MB FOS/BOS Ost,Stadt Landshut,Stadtkreis
0892,Staatliche Fachoberschule Schwandorf,Fachoberschule,3,376,Oberpfalz,opf,NA,MB FOS/BOS Ost,LK Schwandorf,Landkreis
0893,Friedrich-Fischer-Schule Staatliche Fachoberschule Schweinfurt,Fachoberschule,6,662,Unterfranken,ufr,NA,MB FOS/BOS Nord,Stadt Schweinfurt,Stadtkreis
0894,Staatliche Fachoberschule Traunstein,Fachoberschule,1,189,Oberbayern,obb,NA,MB FOS/BOS Süd,LK Traunstein,Landkreis
0895,Staatliche Fachoberschule  Triesdorf in Weidenbach,Fachoberschule,5,571,Mittelfranken,mfr,NA,MB FOS/BOS Nord,LK Ansbach,Landkreis
0896,Gustav-von-Schlör-Schule Staatliche Fachoberschule Weiden i.d.OPf.,Fachoberschule,3,363,Oberpfalz,opf,NA,MB FOS/BOS Ost,Stadt Weiden i.d. OPf.,Stadtkreis
0897,Staatliche Fachoberschule Weilheim i.OB,Fachoberschule,1,190,Oberbayern,obb,NA,NA,LK Weilheim-Schongau,Landkreis
0898,Staatliche Fachoberschule Weißenburg i.Bay.,Fachoberschule,5,577,Mittelfranken,mfr,NA,MB FOS/BOS Nord,LK Weißenburg-Gunzenhausen,Landkreis
0899,Franz-Oberthür-Schule Würzburg Städt. Berufsbildungszentrum I Unterabt. Fachoberschule,Fachoberschule,6,663,Unterfranken,ufr,NA,MB FOS/BOS Nord,Stadt Würzburg,Stadtkreis
0900,Adalbert-Raps-Schule Staatl. Fachoberschule Kulmbach,Fachoberschule,4,477,Oberfranken,ofr,NA,MB FOS/BOS Nord,LK Kulmbach,Landkreis
0901,Staatliche Fachoberschule Marktheidenfeld,Fachoberschule,6,677,Unterfranken,ufr,NA,MB FOS/BOS Nord,LK Main-Spessart,Landkreis
0902,"Institut Schloss Brannenburg, staatl. anerkannte private Fachoberschule",Fachoberschule,1,187,Oberbayern,obb,NA,MB FOS/BOS Süd,LK Rosenheim,Landkreis
0903,Lothar-von-Faber-Schule Staatliche Fachoberschule Nürnberg,Fachoberschule,5,564,Mittelfranken,mfr,NA,MB FOS/BOS Nord,Stadt Nürnberg,Stadtkreis
0904,Staatl. Fachoberschule Sonthofen,Fachoberschule,7,780,Schwaben,sch,NA,NA,LK Oberallgäu,Landkreis
0905,Staatl. Fachoberschule Straubing,Fachoberschule,2,263,Niederbayern,ndb,NA,MB FOS/BOS Ost,Stadt Straubing,Stadtkreis
0906,Private Christian-von-Bomhard- Fachoberschule für Sozialwesen Uffenheim,Fachoberschule,5,575,Mittelfranken,mfr,NA,MB FOS/BOS Nord,LK Neustadt a.d. Aisch-Bad Windsheim,Landkreis
0907,Staatliche Fachoberschule Wasserburg a.Inn,Fachoberschule,1,187,Oberbayern,obb,NA,MB FOS/BOS Süd,LK Rosenheim,Landkreis
0908,Montessori-Fachoberschule Franken der MOS Franken GmbH in Nürnberg,Fachoberschule,5,564,Mittelfranken,mfr,NA,MB FOS/BOS Nord,Stadt Nürnberg,Stadtkreis
0909,"E.-Barlach-Schulen,Priv.Fachoberschule z.sonderpäd.Förderung,Förderschwerp.körp.u.motor.Entw. München",Fachoberschule z. sp. F.,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
0910,Staatliche Fachoberschule Regen,Fachoberschule,2,276,Niederbayern,ndb,NA,MB FOS/BOS Ost,LK Regen,Landkreis
0911,Erzbischöfliche Fachoberschule Franz von Assisi Freilassing,Fachoberschule,1,172,Oberbayern,obb,NA,MB FOS/BOS Süd,LK Berchtesgadener Land,Landkreis
0912,Private Fachoberschule des Mesale e.V. in Nürnberg,Fachoberschule,5,564,Mittelfranken,mfr,NA,MB FOS/BOS Nord,Stadt Nürnberg,Stadtkreis
0913,"Samuel-Heinicke-Schule, St.anerk.Fachoberschule z.so.Förd.,Förderschwerpunkt Hören, München",Fachoberschule z. sp. F.,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
0914,Städt. Robert-Bosch-Fachoberschule für Wirtschaft München,Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0915,Isar-Fachoberschule München der Isar Wirtschaftsschule GmbH,Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0916,"Private SABEL Fachoberschule der SABEL Schulen Nürnberg gGmbH, staatlich genehmigt",Fachoberschule,5,564,Mittelfranken,mfr,NA,MB FOS/BOS Nord,Stadt Nürnberg,Stadtkreis
0917,Fachoberschule Bad Wörishofen des Zweckverbandes Beruflicher Schulen Bad Wörishofen,Fachoberschule,7,778,Schwaben,sch,NA,NA,LK Unterallgäu,Landkreis
0918,Fachoberschule Karlsfeld des Fachoberschule Dachau e.V.,Fachoberschule,1,174,Oberbayern,obb,NA,NA,LK Dachau,Landkreis
0919,Staatl. Fachoberschule Friedberg,Fachoberschule,7,771,Schwaben,sch,NA,NA,LK Aichach-Friedberg,Landkreis
0920,Staatl. Fachoberschule Waldkirchen,Fachoberschule,2,272,Niederbayern,ndb,NA,MB FOS/BOS Ost,LK Freyung-Grafenau,Landkreis
0921,Staatl. Fachoberschule Neuburg a.d.Donau,Fachoberschule,1,185,Oberbayern,obb,NA,MB FOS/BOS Ost,LK Neuburg-Schrobenhausen,Landkreis
0922,Staatl. Fachoberschule Landsberg a.Lech,Fachoberschule,1,181,Oberbayern,obb,NA,NA,LK Landsberg am Lech,Landkreis
0923,Staatl. Fachoberschule Forchheim,Fachoberschule,4,474,Oberfranken,ofr,NA,MB FOS/BOS Nord,LK Forchheim,Landkreis
0924,Staatl. Fachoberschule Erding,Fachoberschule,1,177,Oberbayern,obb,NA,MB FOS/BOS Ost,LK Erding,Landkreis
0925,"Private Fachoberschule Reinhard, München",Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0926,Private staatlich anerkannte neuhof pro Fachoberschule München der neuhof Bildungswerk gGmbH,Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0927,Staatl. Fachoberschule Fürstenfeldbruck,Fachoberschule,1,179,Oberbayern,obb,NA,NA,LK Fürstenfeldbruck,Landkreis
0928,Staatl. Fachoberschule Kelheim,Fachoberschule,2,273,Niederbayern,ndb,NA,MB FOS/BOS Ost,LK Kelheim,Landkreis
0929,"Private Fachoberschule Begemann, Ausbildungsricht. Wirtsch., Verw., und Rechtspfl., München e.V.",Fachoberschule,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
0930,"Therese-von-Bayern-Schule, Staatl. Fachoberschule für Wirtschaft München",Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0931,Private Fachoberschule Fränkische Schweiz der Arche Teach and Work Internat. gGmbH in Eggolsheim,Fachoberschule,4,474,Oberfranken,ofr,NA,MB FOS/BOS Nord,LK Forchheim,Landkreis
0932,Staatl. Fachoberschule Neusäß,Fachoberschule,7,772,Schwaben,sch,NA,NA,LK Augsburg,Landkreis
0933,Montessori-Fachoberschule des Montessori-Schule Rosenheim- Rohrdorf Fördervereins e.V. in Rohrdorf,Fachoberschule,1,187,Oberbayern,obb,NA,MB FOS/BOS Süd,LK Rosenheim,Landkreis
0934,Montessori-Fachoberschule des Montessori Fördergem. Passau und Umgebung e.V. in Passau,Fachoberschule,2,262,Niederbayern,ndb,NA,MB FOS/BOS Ost,Stadt Passau,Stadtkreis
0935,St.-Ursula-Fachoberschule Schloss Hohenburg der Erzdiözese München und Freising,Fachoberschule,1,173,Oberbayern,obb,NA,NA,LK Bad Tölz-Wolfratshausen,Landkreis
0936,Priv. Montessori-Fachoberschule der Montessori Fördergemeinschaft Würzburg e.V. in Zell a. Main,Fachoberschule,6,679,Unterfranken,ufr,NA,MB FOS/BOS Nord,LK Würzburg,Landkreis
0937,Montessori-Fachoberschule des Montessori Fördervereins des Kreises Dillingen e.V.Wertingen,Fachoberschule,7,773,Schwaben,sch,NA,NA,LK Dillingen a.d. Donau,Landkreis
0938,Montessori-Fachoberschule der Montessori-Zentrum München gemeinnützige GmbH in München,Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0939,Montessori-Fachoberschule Regensburg von montessori regensburg e.V.,Fachoberschule,3,362,Oberpfalz,opf,NA,MB FOS/BOS Ost,Stadt Regensburg,Stadtkreis
0940,"Priv. Fachoberschule für Wirtschaft, Verwaltung und Rechtspflege Dr. Engel, Günzburg",Fachoberschule,7,774,Schwaben,sch,NA,NA,LK Günzburg,Landkreis
0941,Priv. Fachoberschule  im Aischgrund/Höchstadt a.d.Aisch der SeniVita Fachoberschulen gem.GmbH,Fachoberschule,5,572,Mittelfranken,mfr,NA,MB FOS/BOS Nord,LK Erlangen-Höchstadt,Landkreis
0942,Staatl. Fachoberschule Marktredwitz,Fachoberschule,4,479,Oberfranken,ofr,NA,MB FOS/BOS Nord,LK Wunsiedel i. Fichtelgebirge,Landkreis
0943,"Montessori-Fachoberschule der Montessori-Vereinigung Nürnberger Land e.V.,Lauf a.d.Pegnitz",Fachoberschule,5,574,Mittelfranken,mfr,NA,MB FOS/BOS Nord,LK Nürnberger Land,Landkreis
0944,Private Fachoberschule der Private Schulen Schwarz Erste Priv.Fachoberschule Schweinf. Schweinfurt,Fachoberschule,6,662,Unterfranken,ufr,NA,MB FOS/BOS Nord,Stadt Schweinfurt,Stadtkreis
0945,Private Fachoberschule der Private Schulen Breitschaft gemeinnützige GmbH in Regensburg,Fachoberschule,3,362,Oberpfalz,opf,NA,MB FOS/BOS Ost,Stadt Regensburg,Stadtkreis
0946,Private Fachoberschule der Private Schulen Pindl GmbH in Regensburg,Fachoberschule,3,362,Oberpfalz,opf,NA,MB FOS/BOS Ost,Stadt Regensburg,Stadtkreis
0947,"Private SABEL Fachoberschule Kronach der Stiftung SABEL Schulen, staatlich anerkannt",Fachoberschule,4,476,Oberfranken,ofr,NA,MB FOS/BOS Nord,LK Kronach,Landkreis
0948,Staatliche Fachoberschule Scheyern,Fachoberschule,1,186,Oberbayern,obb,NA,MB FOS/BOS Ost,LK Pfaffenhofen a.d. Ilm,Landkreis
0949,Private staatl. genehmigte neuhof neo Fachoberschule München der neuhof Bildungswerk gGmbH,Fachoberschule,1,162,Oberbayern,obb,NA,MB FOS/BOS Süd,Stadt München,Stadtkreis
0950,Rudolf-Diesel-Gymnasium Augsburg,Gymnasium,7,761,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,Stadt Augsburg,Stadtkreis
0951,Ignaz-Kögler-Gymnasium Landsberg am Lech,Gymnasium,1,181,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Landsberg am Lech,Landkreis
0952,Gymnasium Neubiberg,Gymnasium,1,184,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK München,Landkreis
0953,Frankenwald-Gymnasium Kronach,Gymnasium,4,476,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,LK Kronach,Landkreis
0954,Gymnasium Oberhaching,Gymnasium,1,184,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK München,Landkreis
0955,Feodor-Lynen-Gymnasium Planegg,Gymnasium,1,184,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK München,Landkreis
0956,Jenaplan-Gymnasium Nürnberg der Jenaplan-Gymnasium Nürnberg gemeinnützige eG,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0957,Privates Gymnasium Eggenberg der St. Anna Colleg gemeinnützigen GmbH Icking,Gymnasium,1,173,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Bad Tölz-Wolfratshausen,Landkreis
0958,Gymnasium Immenstadt,Gymnasium,7,780,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Oberallgäu,Landkreis
0959,Carl-Orff-Gymnasium Unterschleißheim,Gymnasium,1,184,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK München,Landkreis
0960,Leonhard-Wagner-Gymnasium Schwabmünchen,Gymnasium,7,772,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Augsburg,Landkreis
0961,Städtisches Lion-Feuchtwanger-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0962,Städtisches Heinrich-Heine-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0963,Carl-Spitzweg-Gymnasium Unterpfaffenhofen in Germering,Gymnasium,1,179,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Fürstenfeldbruck,Landkreis
0964,Gymnasium Stein,Gymnasium,5,573,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,LK Fürth,Landkreis
0965,Senefelder-Schule Treuchtlingen - Gymnasium,Gymnasium,5,577,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,LK Weißenburg-Gunzenhausen,Landkreis
0966,Wolfgang-Borchert-Gymnasium Langenzenn,Gymnasium,5,573,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,LK Fürth,Landkreis
0967,Gymnasium Gröbenzell,Gymnasium,1,179,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Fürstenfeldbruck,Landkreis
0968,Gymnasium Penzberg,Gymnasium,1,190,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Weilheim-Schongau,Landkreis
0969,Gymnasium Veitshöchheim,Gymnasium,6,679,Unterfranken,ufr,MB für die Gymnasien in Unterfranken Wirsberg-Gymnasium Würzburg,MB GYM Ufr,LK Würzburg,Landkreis
0970,Ehrenbürg-Gymnasium Forchheim,Gymnasium,4,474,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,LK Forchheim,Landkreis
0971,Gymnasium Kirchheim b. München,Gymnasium,1,184,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK München,Landkreis
0972,Oskar-Maria-Graf-Gymnasium Neufahrn b. Freising,Gymnasium,1,178,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Freising,Landkreis
0973,Hallertau-Gymnasium Wolnzach,Gymnasium,1,186,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Pfaffenhofen a.d. Ilm,Landkreis
0974,Gymnasium Huber München - Schule in freier Trägerschaft -,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0975,Privates Abendgymnasium Nürnberg,Abendgymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0976,Gymnasium Eckental,Gymnasium,5,572,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,LK Erlangen-Höchstadt,Landkreis
0977,Privates staatlich anerkanntes neuhof pro Gymnasium München der neuhof Bildungswerk gGmbH,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0978,Gymnasium Markt Indersdorf,Gymnasium,1,174,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Dachau,Landkreis
0979,Städtische Bertolt-Brecht-Schule Nürnberg -Gymnasium-,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0980,Montessori-Schule Gut Biberkor Gymnasium Berg-Höhenrain,Gymnasium,1,188,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Starnberg,Landkreis
0981,Gymnasium Beilngries,Gymnasium,1,176,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Eichstätt,Landkreis
0982,Privates staatlich genehmigtes neuhof neo Gymnasium München der neuhof Bildungswerk gGmbH,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0983,Gymnasium Bruckmühl,Gymnasium,1,187,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Rosenheim,Landkreis
0984,"Julius-Lohmann-Gymnasium Schondorf, staatl.gen. (wirtschafts- u. sozialwiss. Ausbildungsrichtung)",Gymnasium,1,181,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Landsberg am Lech,Landkreis
0985,Privatgymnasium Holzkirchen,Gymnasium,1,182,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Miesbach,Landkreis
0986,Korbinian-Aigner-Gymnasium Erding,Gymnasium,1,177,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Erding,Landkreis
